%
%
% ent dat.name dat.joined dat.species dat.coloring dat.gender dat.birthday dat.age dat.hometown dat.favorite_toy dat.favorite_activity dat.favorite_food
"560" "Jazz" "November 9, 2004" "Hamster (Common)" "Black" "Female" "July 4, 2004" "Gone to Hamster Heaven" "Anaheim, CA&nbsp; United States" "Anaheim, CA&nbsp; United States" "Anaheim, CA&nbsp; United States" "Anaheim, CA&nbsp; United States"
"561" "Jingles" "November 9, 2004" "Hamster (Teddy Bear)" "Blonde" "Male" "December 25, 2002" "Gone to Hamster Heaven" "Anaheim, CA&nbsp; United States" "Wheel" "Wheel" "Lettuce"
"562" "Stubby" "August 5, 2006" "Hamster (Dwarf)" "Chocolate" "Male" "June 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "N.A." "N.A." "Sunflower Seed"
"563" "White Head" "August 5, 2006" "Hamster (Dwarf)" "White" "Female" "June 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Wooden block" "Wooden block" "Barley &amp; Wheat"
"564" "Speedy" "August 5, 2006" "Hamster (Dwarf)" "Grey" "Male" "April 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Wooden tower" "Wooden tower" "Sunflower Seed"
"565" "Chiko" "August 6, 2006" "Hamster (Dwarf)" "White" "Male" "November 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Mushroom" "Mushroom" "Sunflower Seed"
"566" "Naughty" "August 6, 2006" "Hamster (Dwarf)" "Grey" "Female" "November 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Wheel" "Wheel" "Sunflower Seed"
"567" "Stuart" "August 6, 2006" "Hamster (Dwarf)" "White" "Male" "February 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Wheel" "Wheel" "All stuff"
"568" "Stoot" "August 6, 2006" "Hamster (Dwarf)" "Grey" "Male" "February 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Plastic wheel" "Plastic wheel" "Sunflower Seed"
"569" "Mousey Baby" "August 7, 2006" "Hamster (Dwarf)" "Silver" "Male" "April 1, 2006" "Gone to Hamster Heaven" "Singapore,  Singapore" "Wooden Tower" "Wooden Tower" "Sunflower seed &amp; peanut"
"570" "Twins Twins" "August 7, 2006" "Hamster (Dwarf)" "Black" "Female" "November 1, 2005" "Gone to Hamster Heaven" "Singapore,  Singapore" "Grills" "Grills" "Sunflower seed"
"571" "Joey" "July 21, 2004" "Hamster (Unknown)" "Albino" "Male" "February 4, 2004" "Gone to Hamster Heaven" "Fredericksburg, VA&nbsp; United States" "Wheel" "Wheel" "Everything"
"572" "Buddy" "July 12, 2006" "Hamster (Siberian)" "Cinnamon Banded" "Male" "July 4, 2003" "Gone to Hamster Heaven" "Buffalo, NY&nbsp; United States" "food" "food" "yogurt drop"
"573" "Matilda" "February 7, 2005" "Hamster (Syrian)" "Grey" "Female" "December 1, 2004" "Gone to Hamster Heaven" "San Francisco, CA&nbsp; United States" "Wooden house" "Wooden house" "Spinach"
"574" "Humphrey" "November 16, 2005" "Hamster (Teddy Bear)" "Calico" "Male" "August 1, 2005" "Gone to Hamster Heaven" "Fargo, ND&nbsp; United States" "Toothbrush" "Toothbrush" "Banana Chips"
"575" "Belle" "July 11, 2006" "Hamster (Syrian)" "Golden Banded" "Female" "October 20, 2005" "Gone to Hamster Heaven" "Naperville, IL&nbsp; United States" "my wheel, the bars of my cage, anything made of cardboard" "my wheel, the bars of my cage, anything made of cardboard" "cucumbers, carrots, bananas, lettuce, and pea pods"
"576" "ferbie" "June 5, 2007" "Hamster (Syrian)" "Fawn" "Female" "November 13, 2000" "Gone to Hamster Heaven" "North Las Vegas, NV&nbsp; United States" "wheel" "wheel" "dog food"
"577" "richard" "December 22, 2006" "Hamster (Siberian)" "Cream" "Male" "July 24, 2006" "Gone to Hamster Heaven" "San Francisco, CA&nbsp; United States" "hamster wheel" "hamster wheel" "peanut butter"
"578" "pippin" "December 22, 2006" "Hamster (Siberian)" "Grey" "Male" "October 9, 2004" "Gone to Hamster Heaven" "San Francisco, CA&nbsp; United States" "chew stick" "chew stick" "lettuce"
"579" "Bolita" "August 10, 2005" "Hamster (Dwarf)" "Black" "Female" "July 9, 2005" "Gone to Hamster Heaven" "Villahermosa, Tabasco,  Mexico" "su rueda de ejercicio y cualquier otra cosa que se le ponga enfrente, jeje..." "su rueda de ejercicio y cualquier otra cosa que se le ponga enfrente, jeje..." "comida comprimida, es tan sana ella..... ¬¬"
"580" "Arenita" "August 11, 2005" "Gerbil (Unknown)" "Brown" "Female" "July 17, 2004" "Gone to Gerbil Heaven" "Villahermosa, Tabasco,  Mexico" "rollos de papel y su rueda" "rollos de papel y su rueda" "semillas de girasol y maíz tierno"
"581" "Hercules" "July 2, 2004" "Hamster (Dwarf)" "Grey" "Male" "June 30, 2004" "Gone to Hamster Heaven" "Wonderland,  Singapore" "Wheel Of Fortune" "Wheel Of Fortune" "Seeds"
"582" "Dot" "February 5, 2005" "Hamster (Teddy Bear)" "Cinnamon" "Female" "November 1, 2003" "Gone to Hamster Heaven" "New York, NY&nbsp; United States" "Wheel" "Wheel" "Hard Boiled Egg"
"583" "ho ho" "January 23, 2010" "Hamster (Russian)" "Grey" "Male" "December 19, 2009" "Gone to Hamster Heaven" "Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States" "his playpen" "his playpen" "his playpen"
"584" "peanut" "December 31, 2009" "Hamster (Teddy Bear)" "Orange" "Female" "December 2, 2009" "Gone to Hamster Heaven" "Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States" "Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States" "Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States" "Hanford,then Santa Cruz, Now Coalinga, CA&nbsp; United States"
"585" "Climb-it" "November 11, 2006" "Hamster (Russian)" "Agouti" "Female" "August 19, 2006" "Gone to Hamster Heaven" "Indianapolis, IN&nbsp; United States" "Her little igloo hut" "Her little igloo hut" "Those little Flintstones vitamans!"
"586" "Lucy" "July 3, 2005" "Hamster (Teddy Bear)" "Brown" "Female" "September 18, 2004" "Gone to Hamster Heaven" "Vancouver,  Canada" "Wheel" "Wheel" "Sunflower Seed"
"587" "Teddy" "March 22, 2006" "Hamster (Teddy Bear)" "Grey" "Male" "August 6, 2005" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Bars of cage" "Bars of cage" "Seeds,fruits,vegetables"
"588" "Cotton" "March 22, 2006" "Hamster (Teddy Bear)" "Cream" "Male" "December 6, 2005" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Toy House" "Toy House" "Vegetables"
"589" "Whiskers" "March 22, 2006" "Hamster (Teddy Bear)" "Black" "Male" "December 6, 2005" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Wheel" "Wheel" "vegetables,seeds"
"590" "Whitey" "March 26, 2006" "Hamster (Teddy Bear)" "Albino" "Female" "August 6, 2005" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Tunnels" "Tunnels" "Seeds,fruits,vegetables"
"591" "Jerry" "March 26, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Female" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Wheel" "Wheel" "Sunflower seeds"
"592" "Chubbo" "April 13, 2006" "Hamster (Teddy Bear)" "Black" "Female" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Wheel" "Wheel" "Sunflower seeds"
"593" "Chubby" "April 30, 2006" "Hamster (Teddy Bear)" "Black" "Female" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Wheel" "Wheel" "Sunflower seeds"
"594" "Cookie" "April 30, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Female" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Wheel" "Wheel" "Seeds,fruits,vegetables"
"595" "Panda" "April 30, 2006" "Hamster (Teddy Bear)" "Black Banded" "Male" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Food Container" "Food Container" "Sunflower seeds"
"596" "Cream" "April 30, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Male" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Tunnels" "Tunnels" "Sunflower seeds"
"597" "Lary" "April 30, 2006" "Hamster (Teddy Bear)" "Grey" "Male" "March 1, 2006" "Gone to Hamster Heaven" "PuertoPrincessaCity,  Philippines" "Toy House" "Toy House" "Seeds,fruits,vegetables"
"598" "Angel Junior" "September 3, 2006" "Hamster (Common)" "Golden" "Male" "June 20, 2005" "Gone to Hamster Heaven" "Brooklyn, NY&nbsp; United States" "Wheel" "Wheel" "Seeds"
"599" "Lucy" "July 28, 2006" "Hamster (Teddy Bear)" "Brown" "Female" "June 14, 2006" "Gone to Hamster Heaven" "Northville, MI&nbsp; United States" "Her bedding" "Her bedding" "Strawberry flavored treats when she is just too cute to say no"
"600" "trema {R.I.P}" "July 12, 2006" "Hamster (Syrian)" "Champagne" "Male" "December 23, 2004" "Gone to Hamster Heaven" "Bixby, OK&nbsp; United States" "little tv" "little tv" "sun flower seeds"
"601" "pinty {R.I.P}" "July 12, 2006" "Hamster (Syrian)" "Golden" "Female" "August 3, 2005" "Gone to Hamster Heaven" "Bixby, OK&nbsp; United States" "chew sticks" "chew sticks" "everthing and anything"
"602" "trempy  {R.I.P}" "July 12, 2006" "Hamster (Russian)" "Nutmeg" "Female" "December 15, 2005" "Gone to Hamster Heaven" "Bixby, OK&nbsp; United States" "plastic cheese ball" "plastic cheese ball" "pelets"
"603" "ema {R.I.P}" "July 13, 2006" "Hamster (Dwarf)" "Nutmeg" "Female" "November 1, 1996" "Gone to Hamster Heaven" "Bixby, OK&nbsp; United States" "plastis cheese ball" "plastis cheese ball" "carrots"
"604" "empy {R.I.P}" "July 13, 2006" "Hamster (Dwarf)" "Fawn" "Male" "June 6, 2005" "Gone to Hamster Heaven" "Bixby, OK&nbsp; United States" "chew fruits" "chew fruits" "pelets"
"605" "black jack" "December 7, 2006" "Hamster (Syrian)" "Black" "Male" "July 28, 2006" "Gone to Hamster Heaven" "Bixby, OK&nbsp; United States" "chew boxes" "chew boxes" "corn"
"606" "spike" "December 7, 2006" "Hamster (Teddy Bear)" "Dove" "Male" "January 1, 2006" "Gone to Hamster Heaven" "Under Your Bed, OK&nbsp; United States" "tungle rope" "tungle rope" "seeds"
"607" "Puff" "September 25, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Female" "February 1, 2006" "Gone to Hamster Heaven" "Suffolk, VA&nbsp; United States" "My TV" "My TV" "Carrot Crunchies and Hamster and Gerbil Blend"
"608" "Elemenopeo" "January 6, 2007" "Hamster (Teddy Bear)" "Grey" "Female" "March 1, 2005" "Gone to Hamster Heaven" "Suffolk, VA&nbsp; United States" "my tube" "my tube" "hamster and gerbil blend"
"609" "A Tommy-jimmy" "May 29, 2008" "Hamster (Syrian)" "Yellow" "Male" "October 11, 2007" "52 months" "Monstroplis,  United Kingdom" "Hammock" "Hammock" "Chips,yoghurt drops...."
"610" "Andy" "March 14, 2008" "Hamster (Syrian)" "Golden Banded" "Female" "October 22, 2007" "52 months" "Winnipeg, MB&nbsp; Canada" "Wood chews, Toilet paper rolls" "Wood chews, Toilet paper rolls" "Snap peas and Broccoli"
"611" "Socrates" "June 1, 2011" "Hamster (Syrian)" "Sable" "Male" "January 3, 2010" "25 months" "Clarksville, IA&nbsp; United States" "Wheel" "Wheel" "tortilla chips, lettuce, carrots, apple blossums"
"612" "Kira-Kira" "June 1, 2011" "Hamster (Syrian)" "Calico" "Female" "November 25, 2008" "Gone to Hamster Heaven" "Clarksville, IA&nbsp; United States" "The wheel, my owners dog Poe" "The wheel, my owners dog Poe" "anything!"
"613" "Meatloaf" "May 5, 2005" "Hamster (Dwarf)" "Argente" "Female" "February 5, 2005" "Gone to Hamster Heaven" "Morgantown, WV&nbsp; United States" "Wheel" "Wheel" "Carrots"
"614" "Willy Buttons" "January 10, 2006" "Hamster (Teddy Bear)" "Blonde" "Male" "August 27, 2005" "Gone to Hamster Heaven" "Springfield, OR&nbsp; United States" "Wheel" "Wheel" "Peanuts, Carrots."
"615" "Puschl" "June 8, 2006" "Hamster (Teddy Bear)" "Silver" "Male" "September 25, 2004" "Gone to Hamster Heaven" "Klagenfurt,  Austria" "his bed" "his bed" "Yoghurt Drops"
"616" "Bear" "July 13, 2006" "Hamster (Syrian)" "Black" "Male" "July 4, 2005" "Gone to Hamster Heaven" "Lincoln (Moving To Fremont), NE&nbsp; United States" "His bed" "His bed" "corn"
"617" "Florian" "August 9, 2006" "Hamster (Syrian)" "Silver" "Male" "September 13, 2004" "Gone to Hamster Heaven" "Tychy,  Poland" "My owner's bed" "My owner's bed" "Cheese"
"618" "BUTTERS" "September 17, 2006" "Hamster (Dwarf)" "Grey" "Female" "August 1, 2006" "66 months" "Champaign, IL&nbsp; United States" "My Wheel! Yay!" "My Wheel! Yay!" "Dog Food"
"619" "Pui-Pui" "July 20, 2004" "Hamster (Dwarf)" "Orange" "Male" "May 20, 2004" "Gone to Hamster Heaven" "SG,  Singapore" "Spoon" "Spoon" "Walnut"
"620" "Mocha" "July 20, 2004" "Hamster (Dwarf)" "Argente" "Male" "December 13, 2003" "Gone to Hamster Heaven" "SG,  Singapore" "Fingers" "Fingers" "Anything except the greens"
"621" "Orange" "July 17, 2006" "Hamster (Syrian)" "Golden" "Female" "February 1, 2006" "Gone to Hamster Heaven" "San Jose, CA&nbsp; United States" "Wheel and watter bottle." "Wheel and watter bottle." "Sunflower Seeds, Corn"
"622" "Mia" "July 17, 2006" "Hamster (Syrian)" "Golden" "Female" "May 6, 2005" "Gone to Hamster Heaven" "Lafayette, LA&nbsp; United States" "her ball" "her ball" "peanuts ^_^"
"623" "Isabella" "July 17, 2006" "Hamster (Dwarf)" "Pearl" "Female" "February 17, 2006" "Gone to Hamster Heaven" "Lafayette, LA&nbsp; United States" "her wheel" "her wheel" "sunflower seeds"
"624" "Chikin" "August 9, 2006" "Hamster (Teddy Bear)" "Grey" "Male" "July 29, 2006" "Gone to Hamster Heaven" "Newport News, VA&nbsp; United States" "His Ball and his Condo" "His Ball and his Condo" "Sunflower Seeds"
"625" "teddy" "August 31, 2006" "Hamster (Teddy Bear)" "Black Banded" "Male" "September 16, 2005" "Gone to Hamster Heaven" "Brookline, MA&nbsp; United States" "my hammy ball" "my hammy ball" "ritz crackers"
"626" "Fredrick" "September 1, 2006" "Hamster (Syrian)" "Cinnamon Banded" "Male" "June 28, 2005" "Gone to Hamster Heaven" "Corona, CA&nbsp; United States" "Wheel" "Wheel" "Apples"
"627" "Kevin" "November 3, 2008" "Hamster (Teddy Bear)" "Calico" "Male" "July 15, 2008" "43 months" "Ammon, ID&nbsp; United States" "green chew stick" "green chew stick" "corn"
"628" "Joe" "November 3, 2008" "Hamster (Teddy Bear)" "Brown" "Male" "July 15, 2008" "43 months" "Ammon, ID&nbsp; United States" "The bars on his cage" "The bars on his cage" "whatever is in his bowl"
"629" "Nick" "November 3, 2008" "Hamster (Teddy Bear)" "Calico" "Male" "July 15, 2008" "43 months" "Ammon, ID&nbsp; United States" "Hamster wheel" "Hamster wheel" "Strawberry poptarts"
"630" "Chai" "August 2, 2004" "Hamster (Russian)" "Argente" "Female" "February 9, 2004" "Gone to Hamster Heaven" "Stamford, CT&nbsp; United States" "Plastic Tube, Wheel" "Plastic Tube, Wheel" "Special K"
"631" "Jabba" "August 6, 2004" "Hamster (Syrian)" "Brown" "Male" "May 6, 2004" "Gone to Hamster Heaven" "Manila,  Philippines" "His Running Ball" "His Running Ball" "Fruits: specifically Papaya and Banana"
"632" "Harry" "August 12, 2004" "Hamster (Syrian)" "Brown" "Male" "July 1, 2004" "Gone to Hamster Heaven" "Washington, PA&nbsp; United States" "His wheel" "His wheel" "His wheel"
"633" "Winston" "August 12, 2004" "Hamster (Syrian)" "Agouti" "Male" "March 11, 2004" "Gone to Hamster Heaven" "Washington, PA&nbsp; United States" "His wheel" "His wheel" "His wheel"
"634" "Pierre" "August 14, 2004" "Hamster (Syrian)" "Golden Banded" "Male" "January 1, 2004" "Gone to Hamster Heaven" "Greensboro, NC&nbsp; United States" "Wheel" "Wheel" "sunflower seeds"
"635" "Neo" "August 23, 2004" "Hamster (Russian)" "Agouti" "Male" "March 10, 2004" "Gone to Hamster Heaven" "Imperia,  Italy" "Tubes and  Wheel" "Tubes and  Wheel" "Apple"
"636" "Krispy Kreme" "August 31, 2004" "Hamster (Teddy Bear)" "Cream" "Female" "September 1, 2002" "Gone to Hamster Heaven" "Madison, WI&nbsp; United States" "Wodent Wheel" "Wodent Wheel" "cucumbers and carrots"
"637" "Jasmine" "September 27, 2006" "Hamster (Siberian)" "Sapphire" "Female" "August 26, 2006" "66 months" "Lafayette, LA&nbsp; United States" "Pretzles" "Pretzles" "seeds =]"
"638" "Abbigale" "September 27, 2006" "Hamster (Syrian)" "Golden Banded" "Female" "June 16, 2006" "Gone to Hamster Heaven" "Lafayette, LA&nbsp; United States" "Wheel and tubes" "Wheel and tubes" "Carrots"
"639" "Buttercup" "September 11, 2006" "Hamster (Syrian)" "Cinnamon Banded" "Female" "July 10, 2006" "Gone to Hamster Heaven" "Lafayette, LA&nbsp; United States" "Her castle" "Her castle" "sunflower seeds"
"640" "Boo Man-Chew" "November 11, 2004" "Hamster (Dwarf)" "Agouti" "Female" "August 1, 2004" "Gone to Hamster Heaven" "Greensboro, NC&nbsp; United States" "Her dwarf hamster ball" "Her dwarf hamster ball" "Apple slices"
"641" "Lola" "November 19, 2004" "Hamster (Teddy Bear)" "Black" "Female" "September 20, 2003" "Gone to Hamster Heaven" "Cincinnati, OH&nbsp; United States" "Chewing on her condo" "Chewing on her condo" "Cooked white rice &amp; Kix cereal"
"642" "Mocha" "November 19, 2004" "Hamster (Teddy Bear)" "Black" "Female" "April 9, 2004" "Gone to Hamster Heaven" "Cincinnati, OH&nbsp; United States" "Her squeaky blue wheel" "Her squeaky blue wheel" "Pumpkin seeds &amp; Kix cereal"
"643" "Carmela" "November 19, 2004" "Hamster (Common)" "Cinnamon" "Female" "July 4, 2004" "Gone to Hamster Heaven" "Cincinnati, OH&nbsp; United States" "Squeaky hammie treadmill" "Squeaky hammie treadmill" "Pumkin Seeds"
"644" "Soilei" "November 19, 2004" "Hamster (Common)" "Golden" "Female" "July 4, 2004" "Gone to Hamster Heaven" "Cincinnati, OH&nbsp; United States" "Her condo" "Her condo" "Kix cereal"
"645" "Hammaleigh" "July 5, 2005" "Hamster (Teddy Bear)" "Golden" "Female" "April 15, 2005" "Gone to Hamster Heaven" "Lakeland, FL&nbsp; United States" "Wooden Blocks" "Wooden Blocks" "SunFlower Seads and Yogies"
"646" "Hamtaro" "June 26, 2005" "Hamster (Teddy Bear)" "Tortoise Shell" "Male" "November 12, 2003" "Gone to Hamster Heaven" "Oklahoma City, OK&nbsp; United States" "Oklahoma City, OK&nbsp; United States" "Oklahoma City, OK&nbsp; United States" "sunflower seeds"
"647" "Minnie" "July 22, 2005" "Hamster (Teddy Bear)" "Black" "Female" "July 22, 2005" "Gone to Hamster Heaven" "Lakeland, FL&nbsp; United States" "Hamster Wood Letter Blocks, Hamsteroids, The Wheel and the Potty" "Hamster Wood Letter Blocks, Hamsteroids, The Wheel and the Potty" "Ultra Vite MultiVitamin Hamster Vitamins (Strange ham)"
"648" "Hamburger" "July 13, 2006" "Hamster (Unknown)" "Beige" "Male" "January 1, 2006" "Gone to Hamster Heaven" "BROOKLYN, NY&nbsp; United States" "WHEEL" "WHEEL" "CARROTS"
"649" "professor frink farnsworth" "October 16, 2006" "Hamster (Teddy Bear)" "Golden Banded" "Male" "June 10, 2006" "Gone to Hamster Heaven" "Kamloops, BC&nbsp; Canada" "the neighbor mouse yuki" "the neighbor mouse yuki" "the vegetarian chips i'm not supposed to have"
"650" "Hamstee Chester Y." "November 3, 2006" "Hamster (Teddy Bear)" "Cinnamon" "Male" "July 1, 2006" "Gone to Hamster Heaven" "New Brunswick, NJ&nbsp; United States" "his plastic wheel" "his plastic wheel" "sunflower seeds"
"651" "Toby" "August 6, 2004" "Hamster (Syrian)" "Brown" "Female" "January 1, 2002" "Gone to Hamster Heaven" "New York, NY&nbsp; United States" "Running ball" "Running ball" "strawberry yogurt drops"
"652" "Johnny Cash" "December 1, 2005" "Hamster (Syrian)" "Black" "Male" "September 15, 2005" "Gone to Hamster Heaven" "Brooklyn, NY&nbsp; United States" "wheel" "wheel" "pretzel shaped doggy biscuits"
"653" "Potato" "September 1, 2004" "Hamster (Teddy Bear)" "Cream" "Female" "January 1, 1999" "Gone to Hamster Heaven" "Madison, WI&nbsp; United States" "Madison, WI&nbsp; United States" "Madison, WI&nbsp; United States" "almonds"
"654" "Chief Chirpa" "September 1, 2004" "Hamster (Teddy Bear)" "Sable Banded" "Male" "May 1, 1997" "Gone to Hamster Heaven" "Madison, WI&nbsp; United States" "Madison, WI&nbsp; United States" "Madison, WI&nbsp; United States" "potato chips, sunflower seeds"
"655" "Wicket" "September 1, 2004" "Hamster (Teddy Bear)" "Agouti" "Male" "January 1, 1998" "Gone to Hamster Heaven" "Madison, WI&nbsp; United States" "toilet paper" "toilet paper" "Honey Bunches of Oats"
